epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.6683332324028015,0.49131016170277314,0.6404100292047877,0.9805069002233873
2,0.5580283999443054,0.8018048160216388,0.4096057209998939,0.9930334394904459
3,0.517756462097168,0.8155915807275211,0.20379060658679646,0.9923367834394905
4,0.4501098394393921,0.8551136395510506,0.22696271329928355,0.9906449044585988
5,0.07926594465970993,0.8841911764705882,0.1337330299103336,0.9716361464968153
6,0.028129341080784798,0.9715073529411765,0.122590503685034,0.9643710191082803
7,0.0130101153627038,0.9871323529411765,0.09236824759252511,0.9786027070063694
8,0.009317341260612011,0.9862132352941176,0.07284360306017149,0.9806926751592356
9,0.00865523237735033,0.9926470588235294,0.05261510595750467,0.986265923566879
10,0.00444278959184885,0.9935661764705882,0.04392614586806744,0.9903463375796179
11,0.003953336738049984,0.9917279411764706,0.05914299606173566,0.9839769108280255
12,0.0019211401231586933,0.9944852941176471,0.04141574316349616,0.991640127388535
13,0.002833064878359437,0.9917279411764706,0.10248683459736455,0.969081740992464
14,0.00821278803050518,0.9963235294117647,0.058078505020220855,0.9852707006369427
15,0.004068645648658276,0.9981617647058824,0.062147755774218515,0.9831940021342153
16,0.0017584424931555986,0.9972426470588235,0.05665045276144816,0.9846802017040504
17,0.0010751314694061875,0.9981617647058824,0.07578076248184724,0.9805069002233873
18,0.18508310616016388,0.9928141727167017,0.07148109919912105,0.9815021231533236
19,0.0006890110089443624,0.9898897058823529,0.07163513208751324,0.9746947983267961
20,0.0024216296151280403,0.9944852941176471,0.039693933522705414,0.9829087049053733
