train_loss,train_accuracy,epoch
2.141334295272827,0.24451271749726744,0
1.7274638414382935,0.39251425364095593,1
1.534913420677185,0.4535464240347405,2
1.5045490264892578,0.46861244867212193,4
1.311998963356018,0.5365277244394553,4
1.1853832006454468,0.5806918554843283,5
1.0309154987335205,0.63498862662846,6
0.9600198864936829,0.6656524179492481,8
0.788440465927124,0.7286343091784585,8
0.734318733215332,0.7459750081238368,9
0.6575483679771423,0.7702578948923222,10
0.5371443033218384,0.8167853239195297,12
0.4402320981025696,0.8564591887979676,12
0.39646264910697937,0.8698413636229358,13
0.3116561770439148,0.9020412986322413,14
0.276102215051651,0.912026232607604,16
0.18502841889858246,0.946648548048802,16
0.1397101730108261,0.9615964077870669,17
0.12240675091743469,0.9645209890402056,18
0.07496245205402374,0.9818321467608047,20
0.05891147628426552,0.9864110366015775,20
0.05598104000091553,0.9853180112847478,21
0.03507586568593979,0.9919943280848424,22
0.024288039654493332,0.9952734040353313,24
0.018893245607614517,0.996543676700836,24
0.01109866239130497,0.9981389028389117,25
0.00848087202757597,0.9984047738619243,26
0.006187072489410639,0.9987592685592744,28
0.003163288114592433,0.9997932114265458,28
0.0022564874961972237,0.9998522938761041,29
