epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,2.4944756031036377,0.09181205793879085,2.480515167117119,0.09229866182431579
2,2.3377554416656494,0.1396965998455994,2.3131557554006577,0.18372984509915113
3,2.0442018508911133,0.2120182274427629,2.0589256286621094,0.28297768346965313
4,1.84384286403656,0.2951073061702843,1.8770083263516426,0.34256565757095814
5,1.8053487539291382,0.33462927708948464,1.7655770108103752,0.3703104220330715
6,1.7987865209579468,0.359260505527482,1.718123085796833,0.3850419707596302
7,1.776759147644043,0.382854813247695,1.6552709341049194,0.4045732207596302
8,1.6776492595672607,0.39948885714201104,1.6150059178471565,0.4288304094225168
9,1.503619909286499,0.4147419992246126,1.5626383647322655,0.4407714828848839
10,1.6389306783676147,0.4353012097509284,1.508499413728714,0.4542210344225168
11,1.47422194480896,0.4492232302077731,1.4617544934153557,0.4671604875475168
12,1.20914626121521,0.46505432021348997,1.4251987934112549,0.48928586207330227
13,1.2544904947280884,0.48680825475463296,1.38554947078228,0.5017546955496073
14,1.3246655464172363,0.5013659677111116,1.3519272953271866,0.5117862764745951
15,1.3812224864959717,0.5150913564782393,1.313319370150566,0.523770984262228
16,1.5983601808547974,0.5246068362454722,1.2850798591971397,0.5325122587382793
17,1.3719358444213867,0.5396349719144348,1.2482547610998154,0.5504217892885208
18,1.3481992483139038,0.5475948210945702,1.24226725846529,0.5563684329390526
19,1.076127529144287,0.554937894182994,1.2167901024222374,0.5585002489387989
20,1.2099958658218384,0.564883972469129,1.1913439333438873,0.5678648576140404
21,1.0268489122390747,0.576741111457796,1.1603614315390587,0.5809133946895599
22,0.8672803640365601,0.5866289465947259,1.1513797342777252,0.5856393352150917
23,0.7523772120475769,0.5972326209670619,1.1221340037882328,0.5971357598900795
24,1.4915392398834229,0.6027706646381464,1.1022362746298313,0.6027728132903576
25,1.2229666709899902,0.6077168225345755,1.0769664868712425,0.611958734691143
