train_loss,train_accuracy,epoch
2.0850894451141357,0.2568609494549644,0
1.8491252660751343,0.34031490945614606,1
1.7491282224655151,0.37006292280877967,2
1.6567416191101074,0.40734394848010397,4
1.3289817571640015,0.533691766860654,4
1.07172691822052,0.632507163747009,5
1.1128580570220947,0.6099376680157159,6
0.8869704008102417,0.6842043071105728,8
0.7665289640426636,0.7315588904315973,8
0.6341378092765808,0.7848217187084576,9
0.5363161563873291,0.8187645859797347,10
0.48855865001678467,0.8313491477356652,12
0.33282727003097534,0.8953945230569259,12
0.30173346400260925,0.9016868039348911,13
0.26451370120048523,0.9146258603881717,14
0.15129488706588745,0.9589672387817199,16
0.16323548555374146,0.9475347847921775,16
0.0766998752951622,0.9818616879855839,17
0.0739891305565834,0.9808572863430918,18
0.04905500262975693,0.9883902986617825,20
0.04077565297484398,0.9907535966441169,20
0.029415247961878777,0.9939145076954891,21
0.020867789164185524,0.9962482644530443,22
0.01993836835026741,0.9958346873061357,24
0.01394292525947094,0.9974299134442114,24
0.00725661450996995,0.998847892233612,25
0.005462018307298422,0.9992910106052997,26
0.003730864729732275,0.9995568816283124,28
0.001919437199831009,0.9997932114265458,28
0.001442785607650876,0.9999704587752208,29
