epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.9162103533744812,0.499213473241132,0.8237975314259529,0.712091714143753
2,0.642988920211792,0.7780172757636336,0.49875536747276783,0.8404359184205532
3,0.3712726831436157,0.8425542801842654,0.48504185304045677,0.8407891429960728
4,0.46245086193084717,0.8671272661452903,0.3740729112178087,0.875143364071846
5,0.4239557683467865,0.8821349919290471,0.35306696221232414,0.8826899081468582
6,0.4401266872882843,0.902107294340779,0.3566927369683981,0.88375373929739
7,0.3240874111652374,0.9043887194834257,0.31439715437591076,0.89522834867239
8,0.1553475707769394,0.9192799598650825,0.3229927606880665,0.9003116674721241
9,0.43494513630867004,0.9203855771767465,0.32243782468140125,0.9038823544979095
10,0.3750470280647278,0.926748976671606,0.2959082303568721,0.9051248729228973
11,0.2488507181406021,0.9331815699885663,0.31490444112569094,0.9016414545476437
12,0.1297396868467331,0.9385862032273659,0.3125144159421325,0.9041919447481632
13,0.08157163113355637,0.9410338944062254,0.2975904019549489,0.9114507138729095
14,0.10973430424928665,0.9481708774889323,0.33722358383238316,0.8991127796471119
15,0.14655907452106476,0.951949690069471,0.3089767210185528,0.9142017103731632
16,0.28214722871780396,0.9505787442501327,0.3154698917642236,0.9107837416231632
17,0.16864173114299774,0.9585774222710975,0.3417889326810837,0.9072130545973778
18,0.10642482340335846,0.9616618013023434,0.31704810075461864,0.9168872572481632
19,0.15263333916664124,0.9617787850530524,0.3179051270708442,0.9118953607976437
20,0.12983670830726624,0.9643733272875162,0.3911139592528343,0.8964708670973778
21,0.17389386892318726,0.9634235218951577,0.34133874624967575,0.9119608104228973
22,0.1236688569188118,0.9627285904454109,0.3338359845802188,0.9128719232976437
23,0.08258192986249924,0.9701204479188847,0.3542243791744113,0.9118039384484291
24,0.03974892571568489,0.9717358144602382,0.3229046827182174,0.9219269417226315
25,0.1099715530872345,0.9701398624513382,0.338756438344717,0.9175542294979095
